_dt,location,trend,tweet_volume
2017-08-21T00:00:09.049Z,Derby,Joss Whedon,10987
2017-08-21T00:00:09.101Z,Hanoi,Joss Whedon,10987
2017-08-21T00:00:09.182Z,Manchester,Joss Whedon,10987
2017-08-21T00:00:09.280Z,Newcastle,Joss Whedon,10987
2017-08-21T00:00:09.312Z,Liverpool,Joss Whedon,10987
2017-08-21T00:00:09.318Z,Quebec,Joss Whedon,10987
2017-08-21T00:00:09.349Z,Sheffield,Joss Whedon,10987
2017-08-21T00:00:09.383Z,Brighton,Joss Whedon,10987
2017-08-21T00:00:09.527Z,Edmonton,Joss Whedon,10987
2017-08-21T00:00:09.671Z,Ottawa,Joss Whedon,10987
2017-08-21T00:00:09.774Z,Winnipeg,Joss Whedon,10987
2017-08-21T00:00:09.843Z,San Jose,Joss Whedon,10987
2017-08-21T00:00:09.866Z,Minsk,Joss Whedon,10987
2017-08-21T00:00:09.977Z,Grodno,Joss Whedon,10987
2017-08-21T00:00:10.031Z,Gomel,Joss Whedon,10987
2017-08-21T00:00:10.173Z,Oklahoma City,Joss Whedon,10987
2017-08-21T00:00:10.322Z,Can Tho,Joss Whedon,10987
2017-08-21T00:00:10.347Z,Cincinnati,Joss Whedon,11313
2017-08-21T00:00:10.453Z,Ho Chi Minh City,Joss Whedon,10987
2017-08-21T00:00:10.538Z,Indianapolis,Joss Whedon,10987
2017-08-21T00:00:10.587Z,Atlanta,Joss Whedon,10987
2017-08-21T00:00:10.650Z,San Francisco,Joss Whedon,11313
2017-08-21T00:00:10.696Z,Sacramento,Joss Whedon,10987
2017-08-21T00:00:10.732Z,Philadelphia,Joss Whedon,10987
2017-08-21T00:00:10.784Z,Washington,Joss Whedon,10987
2017-08-21T00:00:10.789Z,Charlotte,Joss Whedon,10987
2017-08-21T00:00:10.860Z,Norfolk,Joss Whedon,11313
2017-08-21T00:00:10.935Z,Virginia Beach,Joss Whedon,10987
2017-08-21T00:00:10.947Z,Albuquerque,Joss Whedon,10987
2017-08-21T00:00:10.953Z,Boston,Joss Whedon,10987
2017-08-21T00:00:10.970Z,Orlando,Joss Whedon,10987
2017-08-21T00:00:10.972Z,Jackson,Joss Whedon,10987
2017-08-21T00:00:11.032Z,New Orleans,Joss Whedon,10987
2017-08-21T00:00:11.038Z,Tampa,Joss Whedon,10987
2017-08-21T00:00:11.051Z,Pittsburgh,Joss Whedon,10987
2017-08-21T00:00:11.077Z,Raleigh,Joss Whedon,10987
2017-08-21T00:00:11.079Z,Dallas-Ft. Worth,Joss Whedon,10987
2017-08-21T00:00:11.095Z,El Paso,Joss Whedon,10987
2017-08-21T00:00:11.146Z,Da Nang,Joss Whedon,10987
2017-08-21T00:00:11.158Z,Cleveland,Joss Whedon,10987
2017-08-21T00:00:11.170Z,Milwaukee,Joss Whedon,10987
2017-08-21T00:00:11.188Z,Chicago,Joss Whedon,10987
2017-08-21T00:00:11.197Z,Birmingham,Joss Whedon,10987
2017-08-21T00:00:11.198Z,Jacksonville,Joss Whedon,10987
2017-08-21T00:00:11.214Z,Greensboro,Joss Whedon,10987
2017-08-21T00:00:11.226Z,Denver,Joss Whedon,10987
2017-08-21T00:00:11.277Z,Honolulu,Joss Whedon,10987
2017-08-21T00:00:11.328Z,Minneapolis,Joss Whedon,10987
2017-08-21T00:00:11.347Z,Fresno,Joss Whedon,10987
2017-08-21T00:00:11.401Z,Nashville,Joss Whedon,10987
2017-08-21T00:00:11.418Z,Colorado Springs,Joss Whedon,10987
2017-08-21T00:00:11.433Z,Memphis,Joss Whedon,10987
2017-08-21T00:00:11.447Z,Hai Phong,Joss Whedon,10987
2017-08-21T00:00:11.449Z,Las Vegas,Joss Whedon,10987
2017-08-21T00:00:11.466Z,Baton Rouge,Joss Whedon,10987
2017-08-21T00:00:11.481Z,Baltimore,Joss Whedon,10987
2017-08-21T00:00:11.497Z,Salt Lake City,Joss Whedon,10987
2017-08-21T00:00:11.517Z,St. Louis,Joss Whedon,10987
2017-08-21T00:00:11.579Z,Canada,Joss Whedon,10987
2017-08-21T00:00:11.599Z,Tallahassee,Joss Whedon,11313
2017-08-21T00:00:11.652Z,New York,Joss Whedon,10987
2017-08-21T00:00:11.673Z,Portland,Joss Whedon,10987
2017-08-21T00:00:11.739Z,Providence,Joss Whedon,10987
2017-08-21T00:00:11.748Z,Detroit,Joss Whedon,10987
2017-08-21T00:00:11.833Z,Long Beach,Joss Whedon,11313
2017-08-21T00:00:11.852Z,Seattle,Joss Whedon,10987
2017-08-21T00:00:11.858Z,Phoenix,Joss Whedon,10987
2017-08-21T00:00:11.982Z,Vietnam,Joss Whedon,10987
2017-08-21T00:00:11.990Z,United States,Joss Whedon,10987
2017-08-21T00:00:12.003Z,Richmond,Joss Whedon,10987
2017-08-21T00:00:12.035Z,Kansas City,Joss Whedon,10987
2017-08-21T00:00:12.063Z,United Kingdom,Joss Whedon,10987
2017-08-21T00:00:12.175Z,Puerto Rico,Joss Whedon,10987
2017-08-21T00:00:12.193Z,Austin,Joss Whedon,10987
2017-08-21T00:00:12.204Z,Los Angeles,Joss Whedon,10987
2017-08-21T00:00:12.214Z,Tucson,Joss Whedon,10987
2017-08-21T00:00:12.224Z,San Antonio,Joss Whedon,10987
2017-08-21T00:00:12.294Z,Harrisburg,Joss Whedon,10987
2017-08-21T00:00:12.318Z,Columbus,Joss Whedon,10987
2017-08-21T00:00:12.394Z,Houston,Joss Whedon,10987
2017-08-21T00:00:12.413Z,Mesa,Joss Whedon,10987
2017-08-21T00:00:12.486Z,San Diego,Joss Whedon,10987
2017-08-21T00:00:12.605Z,Belarus,Joss Whedon,10987
2017-08-21T00:00:12.706Z,New Haven,Joss Whedon,10987
2017-08-21T00:00:12.750Z,Miami,Joss Whedon,10987
2017-08-21T00:00:12.794Z,Louisville,Joss Whedon,10987
2017-08-21T00:00:12.841Z,Omaha,Joss Whedon,10987
2017-08-21T01:00:05.803Z,Cardiff,Joss Whedon,14339
2017-08-21T01:00:05.856Z,Hull,Joss Whedon,14339
2017-08-21T01:00:05.911Z,Toronto,Joss Whedon,14339
2017-08-21T01:00:05.949Z,Winnipeg,Joss Whedon,14339
2017-08-21T01:00:06.034Z,Sheffield,Joss Whedon,14339
2017-08-21T01:00:06.101Z,Blackpool,Joss Whedon,14339
2017-08-21T01:00:06.126Z,Liverpool,Joss Whedon,14339
2017-08-21T01:00:06.213Z,Ottawa,Joss Whedon,14339
2017-08-21T01:00:06.242Z,Plymouth,Joss Whedon,14339
2017-08-21T01:00:06.304Z,Coventry,Joss Whedon,14339
2017-08-21T01:00:06.517Z,Leeds,Joss Whedon,14339
2017-08-21T01:00:06.718Z,Quebec,Joss Whedon,14339
2017-08-21T01:00:06.791Z,Worldwide,Joss Whedon,14339
2017-08-21T01:00:06.833Z,Edmonton,Joss Whedon,14339
2017-08-21T01:00:06.846Z,Stoke-on-Trent,Joss Whedon,14339
2017-08-21T01:00:07.052Z,Minsk,Joss Whedon,14339
2017-08-21T01:00:07.249Z,Vancouver,Joss Whedon,14339
2017-08-21T01:00:07.663Z,Calgary,Joss Whedon,14339
2017-08-21T01:00:07.888Z,Derby,Joss Whedon,14339
2017-08-21T01:00:08.144Z,Newcastle,Joss Whedon,14339
2017-08-21T01:00:08.240Z,Manchester,Joss Whedon,14339
2017-08-21T01:00:08.261Z,London,Joss Whedon,14339
2017-08-21T01:00:08.272Z,Portsmouth,Joss Whedon,14339
2017-08-21T01:00:08.587Z,Ho Chi Minh City,Joss Whedon,14339
2017-08-21T01:00:08.849Z,Birmingham,Joss Whedon,14339
2017-08-21T01:00:08.868Z,Grodno,Joss Whedon,14339
2017-08-21T01:00:08.915Z,Preston,Joss Whedon,14339
2017-08-21T01:00:08.963Z,Leicester,Joss Whedon,14339
2017-08-21T01:00:09.502Z,Montreal,Joss Whedon,14339
2017-08-21T01:00:09.549Z,Edinburgh,Joss Whedon,14339
2017-08-21T01:00:09.658Z,Bristol,Joss Whedon,14339
2017-08-21T01:00:09.667Z,Nottingham,Joss Whedon,14339
2017-08-21T01:00:09.694Z,Brighton,Joss Whedon,14339
2017-08-21T01:00:09.792Z,Middlesbrough,Joss Whedon,14339
2017-08-21T01:00:10.052Z,Hai Phong,Joss Whedon,14339
2017-08-21T01:00:10.186Z,Glasgow,Joss Whedon,14339
2017-08-21T01:00:10.287Z,Swansea,Joss Whedon,14339
2017-08-21T01:00:10.340Z,Can Tho,Joss Whedon,14339
2017-08-21T01:00:10.364Z,Brest,Joss Whedon,14339
2017-08-21T01:00:10.490Z,Gomel,Joss Whedon,14339
2017-08-21T01:00:10.533Z,Bournemouth,Joss Whedon,14339
2017-08-21T01:00:10.598Z,Da Nang,Joss Whedon,14339
2017-08-21T01:00:10.654Z,Cincinnati,Joss Whedon,14339
2017-08-21T01:00:10.667Z,Belfast,Joss Whedon,14339
2017-08-21T01:00:10.717Z,Virginia Beach,Joss Whedon,14339
2017-08-21T01:00:10.794Z,Hanoi,Joss Whedon,14339
2017-08-21T01:00:10.900Z,Richmond,Joss Whedon,14339
2017-08-21T01:00:10.993Z,Honolulu,Joss Whedon,14589
2017-08-21T01:00:11.025Z,Chicago,Joss Whedon,14339
2017-08-21T01:00:11.033Z,Baton Rouge,Joss Whedon,14339
2017-08-21T01:00:11.038Z,San Jose,Joss Whedon,14339
2017-08-21T01:00:11.112Z,Harrisburg,Joss Whedon,14589
2017-08-21T01:00:11.221Z,Minneapolis,Joss Whedon,14339
2017-08-21T01:00:11.226Z,Sacramento,Joss Whedon,14339
2017-08-21T01:00:11.242Z,Los Angeles,Joss Whedon,14339
2017-08-21T01:00:11.247Z,Memphis,Joss Whedon,14339
2017-08-21T01:00:11.253Z,Omaha,Joss Whedon,14339
2017-08-21T01:00:11.310Z,Phoenix,Joss Whedon,14339
2017-08-21T01:00:11.324Z,Houston,Joss Whedon,14589
2017-08-21T01:00:11.339Z,Albuquerque,Joss Whedon,14589
2017-08-21T01:00:11.361Z,Milwaukee,Joss Whedon,14339
2017-08-21T01:00:11.371Z,San Antonio,Joss Whedon,14339
2017-08-21T01:00:11.404Z,Long Beach,Joss Whedon,14339
2017-08-21T01:00:11.423Z,Portland,Joss Whedon,14339
2017-08-21T01:00:11.430Z,El Paso,Joss Whedon,14339
2017-08-21T01:00:11.445Z,Salt Lake City,Joss Whedon,14339
2017-08-21T01:00:11.467Z,New Orleans,Joss Whedon,14339
2017-08-21T01:00:11.605Z,Miami,Joss Whedon,14589
2017-08-21T01:00:11.628Z,Jacksonville,Joss Whedon,14339
2017-08-21T01:00:11.649Z,Norfolk,Joss Whedon,14589
2017-08-21T01:00:11.669Z,New Haven,Joss Whedon,14339
2017-08-21T01:00:11.704Z,Detroit,Joss Whedon,14339
2017-08-21T01:00:11.707Z,Dallas-Ft. Worth,Joss Whedon,14339
2017-08-21T01:00:11.730Z,Nashville,Joss Whedon,14339
2017-08-21T01:00:11.742Z,Kansas City,Joss Whedon,14339
2017-08-21T01:00:11.755Z,Las Vegas,Joss Whedon,14589
2017-08-21T01:00:11.779Z,Birmingham,Joss Whedon,14339
2017-08-21T01:00:11.816Z,Jackson,Joss Whedon,14589
2017-08-21T01:00:11.850Z,Fresno,Joss Whedon,14339
2017-08-21T01:00:11.864Z,Greensboro,Joss Whedon,14339
2017-08-21T01:00:11.873Z,Columbus,Joss Whedon,14339
2017-08-21T01:00:11.875Z,Orlando,Joss Whedon,14339
2017-08-21T01:00:11.887Z,Atlanta,Joss Whedon,14339
2017-08-21T01:00:11.896Z,San Diego,Joss Whedon,14339
2017-08-21T01:00:11.903Z,San Francisco,Joss Whedon,14339
2017-08-21T01:00:11.923Z,Denver,Joss Whedon,14339
2017-08-21T01:00:11.957Z,Cleveland,Joss Whedon,14339
2017-08-21T01:00:12.002Z,Tucson,Joss Whedon,14339
2017-08-21T01:00:12.002Z,Belarus,Joss Whedon,14339
2017-08-21T01:00:12.013Z,Tallahassee,Joss Whedon,14339
2017-08-21T01:00:12.039Z,Pittsburgh,Joss Whedon,14339
2017-08-21T01:00:12.052Z,Baltimore,Joss Whedon,14339
2017-08-21T01:00:12.066Z,Oklahoma City,Joss Whedon,14339
2017-08-21T01:00:12.105Z,Austin,Joss Whedon,14339
2017-08-21T01:00:12.150Z,Canada,Joss Whedon,14339
2017-08-21T01:00:12.174Z,New York,Joss Whedon,14339
2017-08-21T01:00:12.194Z,Washington,Joss Whedon,14339
2017-08-21T01:00:12.201Z,Charlotte,Joss Whedon,14339
2017-08-21T01:00:12.288Z,Mesa,Joss Whedon,14339
2017-08-21T01:00:12.313Z,Indianapolis,Joss Whedon,14339
2017-08-21T01:00:12.317Z,Colorado Springs,Joss Whedon,14339
2017-08-21T01:00:12.335Z,Boston,Joss Whedon,14339
2017-08-21T01:00:12.415Z,Philadelphia,Joss Whedon,14589
2017-08-21T01:00:12.424Z,United Kingdom,Joss Whedon,14339
2017-08-21T01:00:12.439Z,Raleigh,Joss Whedon,14339
2017-08-21T01:00:12.508Z,Louisville,Joss Whedon,14339
2017-08-21T01:00:12.539Z,Tampa,Joss Whedon,14339
2017-08-21T01:00:12.566Z,Providence,Joss Whedon,14339
2017-08-21T01:00:12.603Z,Seattle,Joss Whedon,14589
2017-08-21T01:00:12.698Z,St. Louis,Joss Whedon,14339
2017-08-21T01:00:12.768Z,United States,Joss Whedon,14339
2017-08-21T01:00:12.776Z,Vietnam,Joss Whedon,14589
2017-08-21T01:00:13.018Z,Puerto Rico,Joss Whedon,14339
2017-08-21T02:00:03.429Z,Bournemouth,Joss Whedon,16794
2017-08-21T02:00:03.516Z,Liverpool,Joss Whedon,16794
2017-08-21T02:00:04.024Z,Birmingham,Joss Whedon,16794
2017-08-21T02:00:04.070Z,Calgary,Joss Whedon,16794
2017-08-21T02:00:04.150Z,Belfast,Joss Whedon,16794
2017-08-21T02:00:04.167Z,Leeds,Joss Whedon,16794
2017-08-21T02:00:04.265Z,Glasgow,Joss Whedon,17001
2017-08-21T02:00:04.291Z,Manchester,Joss Whedon,16794
2017-08-21T02:00:04.365Z,Leicester,Joss Whedon,16794
2017-08-21T02:00:04.408Z,Plymouth,Joss Whedon,16794
2017-08-21T02:00:04.525Z,Quebec,Joss Whedon,16794
2017-08-21T02:00:04.562Z,Brighton,Joss Whedon,16794
2017-08-21T02:00:04.662Z,Swansea,Joss Whedon,16794
2017-08-21T02:00:04.748Z,Middlesbrough,Joss Whedon,16794
2017-08-21T02:00:04.836Z,Winnipeg,Joss Whedon,16794
2017-08-21T02:00:04.922Z,Edmonton,Joss Whedon,16794
2017-08-21T02:00:05.456Z,Toronto,Joss Whedon,16794
2017-08-21T02:00:05.548Z,Stoke-on-Trent,Joss Whedon,16794
2017-08-21T02:00:05.598Z,Vancouver,Joss Whedon,16794
2017-08-21T02:00:05.720Z,Ottawa,Joss Whedon,16794
2017-08-21T02:00:05.777Z,Cardiff,Joss Whedon,16794
2017-08-21T02:00:05.836Z,Blackpool,Joss Whedon,16794
2017-08-21T02:00:05.962Z,Worldwide,Joss Whedon,16794
2017-08-21T02:00:06.040Z,Derby,Joss Whedon,16794
2017-08-21T02:00:06.072Z,Newcastle,Joss Whedon,16794
2017-08-21T02:00:06.082Z,Hull,Joss Whedon,16794
2017-08-21T02:00:06.113Z,Portsmouth,Joss Whedon,16794
2017-08-21T02:00:06.166Z,Preston,Joss Whedon,16794
2017-08-21T02:00:06.180Z,Edinburgh,Joss Whedon,16794
2017-08-21T02:00:06.625Z,Nottingham,Joss Whedon,16794
2017-08-21T02:00:07.063Z,Grodno,Joss Whedon,16794
2017-08-21T02:00:07.576Z,Minsk,Joss Whedon,16794
2017-08-21T02:00:07.999Z,Sheffield,Joss Whedon,16794
2017-08-21T02:00:08.273Z,Can Tho,Joss Whedon,16794
2017-08-21T02:00:09.119Z,Coventry,Joss Whedon,16794
2017-08-21T02:00:09.140Z,London,Joss Whedon,16794
2017-08-21T02:00:09.152Z,Montreal,Joss Whedon,16794
2017-08-21T02:00:09.198Z,Bristol,Joss Whedon,16794
2017-08-21T02:00:09.829Z,Ho Chi Minh City,Joss Whedon,16794
2017-08-21T02:00:09.939Z,Hanoi,Joss Whedon,17001
2017-08-21T02:00:10.021Z,Cincinnati,Joss Whedon,16794
2017-08-21T02:00:10.093Z,Indianapolis,Joss Whedon,16794
2017-08-21T02:00:10.106Z,Brest,Joss Whedon,16794
2017-08-21T02:00:10.211Z,Colorado Springs,Joss Whedon,16794
2017-08-21T02:00:10.240Z,Da Nang,Joss Whedon,16794
2017-08-21T02:00:10.265Z,Albuquerque,Joss Whedon,16794
2017-08-21T02:00:10.267Z,New York,Joss Whedon,16794
2017-08-21T02:00:10.277Z,Hai Phong,Joss Whedon,16794
2017-08-21T02:00:10.356Z,Austin,Joss Whedon,16794
2017-08-21T02:00:10.369Z,Birmingham,Joss Whedon,16794
2017-08-21T02:00:10.378Z,Los Angeles,Joss Whedon,16794
2017-08-21T02:00:10.407Z,St. Louis,Joss Whedon,16794
2017-08-21T02:00:10.445Z,Portland,Joss Whedon,16794
2017-08-21T02:00:10.490Z,Las Vegas,Joss Whedon,16794
2017-08-21T02:00:10.532Z,Providence,Joss Whedon,16794
2017-08-21T02:00:10.541Z,Richmond,Joss Whedon,16794
2017-08-21T02:00:10.586Z,Gomel,Joss Whedon,16794
2017-08-21T02:00:10.628Z,Dallas-Ft. Worth,Joss Whedon,16794
2017-08-21T02:00:10.643Z,El Paso,Joss Whedon,16794
2017-08-21T02:00:10.654Z,Omaha,Joss Whedon,16794
2017-08-21T02:00:10.772Z,Houston,Joss Whedon,16794
2017-08-21T02:00:10.777Z,Mesa,Joss Whedon,16794
2017-08-21T02:00:10.876Z,Cleveland,Joss Whedon,16794
2017-08-21T02:00:10.945Z,San Diego,Joss Whedon,16794
2017-08-21T02:00:10.969Z,Detroit,Joss Whedon,16794
2017-08-21T02:00:10.980Z,Miami,Joss Whedon,16794
2017-08-21T02:00:11.043Z,Raleigh,Joss Whedon,16794
2017-08-21T02:00:11.074Z,Honolulu,Joss Whedon,16794
2017-08-21T02:00:11.095Z,Denver,Joss Whedon,16794
2017-08-21T02:00:11.128Z,Baltimore,Joss Whedon,16794
2017-08-21T02:00:11.134Z,Baton Rouge,Joss Whedon,16794
2017-08-21T02:00:11.162Z,Fresno,Joss Whedon,16794
2017-08-21T02:00:11.189Z,United States,Joss Whedon,16794
2017-08-21T02:00:11.241Z,Washington,Joss Whedon,16794
2017-08-21T02:00:11.253Z,Puerto Rico,Joss Whedon,16794
2017-08-21T02:00:11.262Z,Chicago,Joss Whedon,16794
2017-08-21T02:00:11.288Z,Boston,Joss Whedon,16794
2017-08-21T02:00:11.360Z,Louisville,Joss Whedon,16794
2017-08-21T02:00:11.434Z,New Haven,Joss Whedon,16794
2017-08-21T02:00:11.448Z,Canada,Joss Whedon,16794
2017-08-21T02:00:11.465Z,Seattle,Joss Whedon,16794
2017-08-21T02:00:11.490Z,Vietnam,Joss Whedon,16794
2017-08-21T02:00:11.530Z,Pittsburgh,Joss Whedon,16794
2017-08-21T02:00:11.549Z,Tampa,Joss Whedon,17001
2017-08-21T02:00:11.555Z,Salt Lake City,Joss Whedon,16794
2017-08-21T02:00:11.572Z,Belarus,Joss Whedon,16794
2017-08-21T02:00:11.572Z,Virginia Beach,Joss Whedon,16794
2017-08-21T02:00:11.620Z,Tucson,Joss Whedon,16794
2017-08-21T02:00:11.626Z,New Orleans,Joss Whedon,16794
2017-08-21T02:00:11.637Z,Jacksonville,Joss Whedon,17001
2017-08-21T02:00:11.668Z,Memphis,Joss Whedon,16794
2017-08-21T02:00:11.681Z,San Antonio,Joss Whedon,16794
2017-08-21T02:00:11.688Z,Orlando,Joss Whedon,16794
2017-08-21T02:00:11.726Z,San Francisco,Joss Whedon,16794
2017-08-21T02:00:11.732Z,Norfolk,Joss Whedon,16794
2017-08-21T02:00:11.771Z,Milwaukee,Joss Whedon,17001
2017-08-21T02:00:11.785Z,Minneapolis,Joss Whedon,17001
2017-08-21T02:00:11.817Z,San Jose,Joss Whedon,16794
2017-08-21T02:00:11.828Z,Sacramento,Joss Whedon,16794
2017-08-21T02:00:11.831Z,Charlotte,Joss Whedon,16794
2017-08-21T02:00:11.871Z,Columbus,Joss Whedon,16794
2017-08-21T02:00:11.874Z,Philadelphia,Joss Whedon,16794
2017-08-21T02:00:11.889Z,Oklahoma City,Joss Whedon,16794
2017-08-21T02:00:11.901Z,Phoenix,Joss Whedon,16794
2017-08-21T02:00:11.920Z,Harrisburg,Joss Whedon,16794
2017-08-21T02:00:11.935Z,Kansas City,Joss Whedon,16794
2017-08-21T02:00:11.965Z,Nashville,Joss Whedon,16794
2017-08-21T02:00:11.978Z,Long Beach,Joss Whedon,16794
2017-08-21T02:00:11.989Z,Jackson,Joss Whedon,17001
2017-08-21T02:00:12.135Z,United Kingdom,Joss Whedon,16794
2017-08-21T02:00:12.155Z,Greensboro,Joss Whedon,17001
2017-08-21T02:00:12.189Z,Atlanta,Joss Whedon,16794
2017-08-21T02:00:12.226Z,Tallahassee,Joss Whedon,16794
2017-08-21T03:00:04.609Z,Sheffield,Joss Whedon,19071
2017-08-21T03:00:04.636Z,Montreal,Joss Whedon,18904
2017-08-21T03:00:04.711Z,Nottingham,Joss Whedon,18904
2017-08-21T03:00:05.697Z,Middlesbrough,Joss Whedon,18904
2017-08-21T03:00:05.784Z,Hull,Joss Whedon,18904
2017-08-21T03:00:05.907Z,Cardiff,Joss Whedon,18904
2017-08-21T03:00:05.921Z,Derby,Joss Whedon,18904
2017-08-21T03:00:06.005Z,Bournemouth,Joss Whedon,18904
2017-08-21T03:00:06.019Z,Birmingham,Joss Whedon,18904
2017-08-21T03:00:06.110Z,Winnipeg,Joss Whedon,18904
2017-08-21T03:00:06.129Z,Leicester,Joss Whedon,18904
2017-08-21T03:00:06.187Z,Calgary,Joss Whedon,18904
2017-08-21T03:00:06.208Z,Manchester,Joss Whedon,18904
2017-08-21T03:00:06.221Z,Bristol,Joss Whedon,18904
2017-08-21T03:00:06.327Z,Toronto,Joss Whedon,18904
2017-08-21T03:00:06.433Z,Stoke-on-Trent,Joss Whedon,18904
2017-08-21T03:00:06.528Z,Vancouver,Joss Whedon,18904
2017-08-21T03:00:07.030Z,Swansea,Joss Whedon,18904
2017-08-21T03:00:07.361Z,London,Joss Whedon,18904
2017-08-21T03:00:07.456Z,Canberra,Joss Whedon,19071
2017-08-21T03:00:07.965Z,Melbourne,Joss Whedon,18904
2017-08-21T03:00:08.029Z,Liverpool,Joss Whedon,18904
2017-08-21T03:00:08.160Z,Blackpool,Joss Whedon,18904
2017-08-21T03:00:08.272Z,Preston,Joss Whedon,18904
2017-08-21T03:00:08.388Z,Quebec,Joss Whedon,18904
2017-08-21T03:00:08.421Z,Sydney,Joss Whedon,18904
2017-08-21T03:00:08.527Z,Leeds,Joss Whedon,18904
2017-08-21T03:00:08.607Z,Edmonton,Joss Whedon,18904
2017-08-21T03:00:08.859Z,Brisbane,Joss Whedon,18904
2017-08-21T03:00:09.115Z,Portsmouth,Joss Whedon,18904
2017-08-21T03:00:09.225Z,Edinburgh,Joss Whedon,18904
2017-08-21T03:00:09.477Z,Plymouth,Joss Whedon,18904
2017-08-21T03:00:09.501Z,Ottawa,Joss Whedon,18904
2017-08-21T03:00:09.514Z,Coventry,Joss Whedon,18904
2017-08-21T03:00:09.526Z,Glasgow,Joss Whedon,18904
2017-08-21T03:00:09.665Z,Brighton,Joss Whedon,18904
2017-08-21T03:00:10.348Z,Honolulu,Joss Whedon,18904
2017-08-21T03:00:10.405Z,Atlanta,Joss Whedon,18904
2017-08-21T03:00:10.423Z,San Jose,Joss Whedon,18904
2017-08-21T03:00:10.442Z,Perth,Joss Whedon,18904
2017-08-21T03:00:10.516Z,Chicago,Joss Whedon,18904
2017-08-21T03:00:10.533Z,Virginia Beach,Joss Whedon,18904
2017-08-21T03:00:10.548Z,Adelaide,Joss Whedon,18904
2017-08-21T03:00:10.564Z,Milwaukee,Joss Whedon,18904
2017-08-21T03:00:10.578Z,Belfast,Joss Whedon,19071
2017-08-21T03:00:10.583Z,Portland,Joss Whedon,18904
2017-08-21T03:00:10.617Z,Colorado Springs,Joss Whedon,18904
2017-08-21T03:00:10.637Z,Tampa,Joss Whedon,18904
2017-08-21T03:00:10.637Z,Minneapolis,Joss Whedon,18904
2017-08-21T03:00:10.679Z,Pittsburgh,Joss Whedon,18904
2017-08-21T03:00:10.688Z,Oklahoma City,Joss Whedon,18904
2017-08-21T03:00:10.702Z,Newcastle,Joss Whedon,18904
2017-08-21T03:00:10.717Z,Memphis,Joss Whedon,18904
2017-08-21T03:00:10.764Z,El Paso,Joss Whedon,18904
2017-08-21T03:00:10.765Z,Sacramento,Joss Whedon,18904
2017-08-21T03:00:10.775Z,San Francisco,Joss Whedon,18904
2017-08-21T03:00:10.801Z,Albuquerque,Joss Whedon,18904
2017-08-21T03:00:10.808Z,Mesa,Joss Whedon,18904
2017-08-21T03:00:10.820Z,Jacksonville,Joss Whedon,18904
2017-08-21T03:00:10.840Z,Darwin,Joss Whedon,18904
2017-08-21T03:00:10.887Z,Salt Lake City,Joss Whedon,19071
2017-08-21T03:00:10.915Z,Cincinnati,Joss Whedon,18904
2017-08-21T03:00:10.929Z,Cleveland,Joss Whedon,18904
2017-08-21T03:00:10.962Z,New Haven,Joss Whedon,19071
2017-08-21T03:00:11.012Z,Baton Rouge,Joss Whedon,18904
2017-08-21T03:00:11.036Z,Greensboro,Joss Whedon,18904
2017-08-21T03:00:11.069Z,Kansas City,Joss Whedon,19071
2017-08-21T03:00:11.128Z,Boston,Joss Whedon,18904
2017-08-21T03:00:11.151Z,Harrisburg,Joss Whedon,18904
2017-08-21T03:00:11.190Z,Norfolk,Joss Whedon,18904
2017-08-21T03:00:11.228Z,Baltimore,Joss Whedon,18904
2017-08-21T03:00:11.262Z,Louisville,Joss Whedon,18904
2017-08-21T03:00:11.272Z,Philadelphia,Joss Whedon,18904
2017-08-21T03:00:11.301Z,Washington,Joss Whedon,18904
2017-08-21T03:00:11.333Z,San Diego,Joss Whedon,18904
2017-08-21T03:00:11.355Z,Phoenix,Joss Whedon,18904
2017-08-21T03:00:11.363Z,Fresno,Joss Whedon,18904
2017-08-21T03:00:11.379Z,Tallahassee,Joss Whedon,18904
2017-08-21T03:00:11.435Z,Charlotte,Joss Whedon,18904
2017-08-21T03:00:11.467Z,Australia,Joss Whedon,18904
2017-08-21T03:00:11.505Z,Tucson,Joss Whedon,18904
2017-08-21T03:00:11.584Z,St. Louis,Joss Whedon,18904
2017-08-21T03:00:11.635Z,Jackson,Joss Whedon,18904
2017-08-21T03:00:11.682Z,Nashville,Joss Whedon,18904
2017-08-21T03:00:11.699Z,Los Angeles,Joss Whedon,18904
2017-08-21T03:00:11.778Z,Columbus,Joss Whedon,18904
2017-08-21T03:00:11.819Z,Long Beach,Joss Whedon,18904
2017-08-21T03:00:11.864Z,Birmingham,Joss Whedon,19071
2017-08-21T03:00:11.894Z,Canada,Joss Whedon,19071
2017-08-21T03:00:11.917Z,San Antonio,Joss Whedon,18904
2017-08-21T03:00:12.003Z,Omaha,Joss Whedon,19071
2017-08-21T03:00:12.136Z,Dallas-Ft. Worth,Joss Whedon,18904
2017-08-21T03:00:12.199Z,Miami,Joss Whedon,18904
2017-08-21T03:00:12.223Z,Orlando,Joss Whedon,18904
2017-08-21T03:00:12.254Z,Houston,Joss Whedon,18904
2017-08-21T03:00:12.269Z,Austin,Joss Whedon,18904
2017-08-21T03:00:12.330Z,Las Vegas,Joss Whedon,18904
2017-08-21T03:00:12.439Z,Denver,Joss Whedon,19071
2017-08-21T03:00:12.482Z,Richmond,Joss Whedon,18904
2017-08-21T03:00:12.535Z,Indianapolis,Joss Whedon,18904
